level_0,index,News,clean_news
84300,84396, 'Neeri training NU lab staff for Covid-19 testing,'neeri training lab staff for covid-19 testing
6828,6847, 'Widening of Sangolda road planned to ease traffic,'widening sangolda road planned ease traffic
225233,225424, 'Drunk driving: 2,'drunk driving:
212573,212753, manufacturing to lead hiring next year,manufacturing lead hiring next year
92060,92163, 'Karnataka: Woman sells 5-day-old baby boy for Rs 5,'karnataka: woman sells 5-day-old baby boy for
57272,57354," ""Media bodies welcome SC's fake news order""","""media bodies welcome sc's fake news order"""
139376,139500, 'Covid-19: Two more die,'covid-19: two more die
139243,139366, '108 ambulance employees’ flash strike hits patients,'108 ambulance employees’ flash strike hits patients
114793,114909," ""Why July's Full Moon nicknamed - Buck Moon","""why july's full moon nicknamed buck moon"
88503,88604, assaults taxi driver,assaults taxi driver
135489,135611, 'Delhi: Theatre colossus Ebrahim Alkazi no more,'delhi: theatre colossus ebrahim alkazi more
86512,86612, '41 stranded in UK back by special flight,'41 stranded back special flight
212386,212566, 'Explain demolition of shops in Steel City: Saryu to DC,'explain demolition shops steel city: saryu
117526,117642, 33 new Covid-19 cases surface in Jhansi,new covid-19 cases surface jhansi
180175,180328, 'Stay alert,'stay alert
17644,17680, 'Goa staring at Rs 3,'goa staring
212651,212831, 134 in central region,134 central region
196647,196816, 'UP: Promotions for over 5,'up: promotions for over
28731,28782, fear doctors,fear doctors
26583,26629, 'Sangli patient tests negative for nCoV,'sangli patient tests negative for ncov
132836,132957, cops hold camp,cops hold camp
130669,130789, 'Govt mum on overcharging pvt hospitals: Ex-MLC,'govt mum overcharging pvt hospitals: ex-mlc
201764,201936, says Yathindra Siddaramaiah,says yathindra siddaramaiah
125081,125200, '1st comet of 21st century to be visible in sky till month-end,'1st comet 21st century visible sky till month-end
52705,52781, cycle of buying and selling stalls,cycle buying and selling stalls
191828,191993, 'Activists urge government to ban online gambling,'activists urge government ban online gambling
116744,116860, 'Artists take the road,'artists take the road
181467,181620, 'Nainital Covid-19 panel says tourists should stay at registered establishments,'nainital covid-19 panel says tourists should stay registered establishments
150066,150198, 'Madurai corpn to retain 1,'madurai corpn retain
166274,166418, 'Locals irked by waste on Surat roads,'locals irked waste surat roads
201237,201409, daily Covid cases in Maharashtra go past 5,daily covid cases maharashtra past
37677,37738, 'Nagpur: They came on wheelchair,'nagpur: they came wheelchair
180795,180948, 'Lahaul witnesses flip side of post-tunnel tourism,'lahaul witnesses flip side post-tunnel tourism
31141,31193, 'Bicholim: ‘Information on Shivaji in textbook will be corrected’,'bicholim: ‘information shivaji textbook will corrected’
215801,215986," ""Three cops injured in attack at Ahmedabad's Juhapura""","""three cops injured attack ahmedabad's juhapura"""
191536,191700, 'Priya Bhavani Shankar goes on a road trip,'priya bhavani shankar goes road trip
71898,71988, Kurnool,kurnool
7679,7701, need to stay alert: UP CM,need stay alert:
9208,9233, 'Ajit Pawar breaks silence,'ajit pawar breaks silence
40276,40343, 'Coronavirus: Rajasthan student returns from Italy varsity,'coronavirus: rajasthan student returns from italy varsity
41912,41980, 'Police chief felicitates 14 women police officers on International Women’s Day,'police chief felicitates women police officers international women’s day
7574,7596, '2 new bridges,new bridges
168652,168798, 'Kerala cautions people,'kerala cautions people
64291,64378, 'Coronavirus: ‘Encouraging’ results for drug,'coronavirus: ‘encouraging’ results for drug
211042,211221, not popping pills,not popping pills
50323,50398, 'Football stars Dybala,'football stars dybala
120491,120609, 'Get Well Soon Sir: Mohanlal,'get well soon sir: mohanlal
29100,29151, society: Swami Agnivesh,society: swami agnivesh
226369,226561, 'Umred NGO notice to forest dept for felling in sanctuary,'umred ngo notice forest dept for felling sanctuary
196310,196477," Nitish tells scribes when asked about 'last poll' remark""","nitish tells scribes when asked about 'last poll' remark"""
140189,140313, waive power bills,waive power bills
90270,90372, 'Bihar: Student killed,'bihar: student killed
171467,171615, virtual doctors offer way out of social stigma,virtual doctors offer way out social stigma
96890,96996, 'Firemen on toes as rain lashes S Goa,'firemen toes rain lashes goa
32281,32337, 'Nagpur Metro station shops finding takers,'nagpur metro station shops finding takers
103968,104078, 'Transport Nagar drain project hanging fire,'transport nagar drain project hanging fire
212339,212519, 'Petrol price at an all-time high in Rajasthan,'petrol price all-time high rajasthan
30214,30265," ""Donald Trump's visit: Study leave on February 24 in two CBSE schools in Ahmedabad""","""donald trump's visit: study leave february two cbse schools ahmedabad"""
82462,82557,000 workers demand transport,000 workers demand transport
80606,80701, 'Covid-19: New cases top 3k for 3rd day in a row,'covid-19: new cases top for 3rd day row
59957,60040, 'Reliance to infuse Rs 500cr in ed-tech biz,'reliance infuse 500cr ed-tech biz
164197,164340, 'AMC chief’s office gets nano antimicrobial surface coat,'amc chief’s office gets nano antimicrobial surface coat
182135,182289, HC tells CBI,tells cbi
64780,64867, 'Mapusa complex pulled up for releasing sewage,'mapusa complex pulled for releasing sewage
36467,36528, 'Cybercriminal arrested for uploading fake website,'cybercriminal arrested for uploading fake website
118295,118413, 'Over 800 trees felled by villagers in Tehri during lockdown period,'over 800 trees felled villagers tehri during lockdown period
17504,17540, 'IIM-K beats slowdown blues with 100% placements,'iim-k beats slowdown blues with 100% placements
172604,172753, 'Kin of Unnao rape victim missing,'kin unnao rape victim missing
78698,78793, Covid-19 increases risk,covid-19 increases risk
174476,174625, rescued from Kanpur,rescued from kanpur
105567,105678, 'Covid fraudsters target Kolkata universities with fake emails,'covid fraudsters target kolkata universities with fake emails
68362,68450, '‘Covid-19 victim was dargah’s khadim’,'‘covid-19 victim was dargah’s khadim’
22550,22590, 'Delhi: Shaheen Bagh shooter’s kin asked by cops to join probe,'delhi: shaheen bagh shooter’s kin asked cops join probe
134518,134640, 'West Bengal: Doctor’s call final in Covid patient’s admission,'west bengal: doctor’s call final covid patient’s admission
17155,17191, 'Car runs over puppy at Cherlapally,'car runs over puppy cherlapally
198444,198614, 'Delhi: Why knee-jerk bans won’t solve problem,'delhi: why knee-jerk bans won’t solve problem
220350,220538, 'Woman cooks up robbery tale,'woman cooks robbery tale
145228,145356, 'Couple booked for hurting religious sentiments,'couple booked for hurting religious sentiments
42565,42633, 'NMC to set up quarantine ward with 200 beds,'nmc set quarantine ward with 200 beds
62704,62790, relief sought,relief sought
42422,42490, 'Consumer Forum jails three builders for contempt,'consumer forum jails three builders for contempt
147489,147620," ""Sushant Singh Rajput's friend says his contact with SSR was stopped after the 'new people' came into actor's life""","""sushant singh rajput's friend says his contact with ssr was stopped after the 'new people' came into actor's life"""
197111,197280, '850 cops to ensure a safe Diwali,'850 cops ensure safe diwali
42329,42397, 'Ludiana: 39-year-old shot at as 2 groups clash,'ludiana: 39-year-old shot groups clash
64924,65011, 'Sana Saeed: I have come to terms with the fact that I couldn’t be present for my father’s final rites,'sana saeed: have come terms with the fact that couldn’t present for father’s final rites
96065,96170, 'Pranav Pandya case: Court records complainant’s statement,'pranav pandya case: court records complainant’s statement
130857,130977, 'India China spat dents South Indian tea exports,'india china spat dents south indian tea exports
73724,73815, '‘Accelerated video conferencing in HC amid these tough times’,'‘accelerated video conferencing amid these tough times’
32256,32312, 'Thrashing of Dalits: Congress,'thrashing dalits: congress
179805,179958, 'Mysuru rings in Dasara,'mysuru rings dasara
143461,143588, '‘No funds to revive Chennapuram lake’,'‘no funds revive chennapuram lake’
43859,43927, 'Secunderabad: Schoolmates attack teen with blade,'secunderabad: schoolmates attack teen with blade
106796,106908, 'Living with Covid-19: Impact on higher education and way ahead,'living with covid-19: impact higher education and way ahead
162801,162943, 'BJD questions timing of CBI raid,'bjd questions timing cbi raid
11158,11184, 'Will it be Santhanam versus Santhanam on January 31?,'will santhanam versus santhanam january 31?
162291,162432, 'FDI in defence sector to now require security clearance,'fdi defence sector now require security clearance
97730,97836, 'Leopard rescued in Ooty shifted to Vandaloor Zoo,'leopard rescued ooty shifted vandaloor zoo
197370,197539, 'Contempt plea filed in SC against Kamra,'contempt plea filed against kamra
182181,182335, textile sectors,textile sectors
104240,104350, 'Covid wards of Delhi hospitals to get CCTVs after Shah’s surprise visit to LNJP,'covid wards delhi hospitals get cctvs after shah’s surprise visit lnjp
134605,134727, 'Munich Re sells stake in Apollo Hospitals,'munich sells stake apollo hospitals
210068,210247, your wedding is a party,your wedding party
166853,166999,000 students to pick their paper mode,000 students pick their paper mode
44858,44926, 'MP demands separate Marathwada railway corporation,'mp demands separate marathwada railway corporation
124533,124652, masked men again steal cash &amp; jewels by holding family at gunpoint,masked men again steal cash jewels holding family gunpoint
3260,3271, 'Ghumantu gang behind murder of Soraon family?,'ghumantu gang behind murder soraon family?
35032,35090, 'Task force will be set up to implement Goa 2035 roadmap,'task force will set implement goa 2035 roadmap
12938,12968, 'Congress’s Shamsher Singh Surjewala passes away in Delhi,'congress’s shamsher singh surjewala passes away delhi
24167,24208, 'Truck driver killed in suspected robbery bid,'truck driver killed suspected robbery bid
96480,96586, 'Tamil Nadu: Woman hides hubby’s murder to save relative,'tamil nadu: woman hides hubby’s murder save relative
46215,46285, 'Man held for assaulting minor girl in Coimbatore,'man held for assaulting minor girl coimbatore
182143,182297, 'AP reports 2,'ap reports
34760,34818, 'Kalshetti issues notice to systems manager,'kalshetti issues notice systems manager
136538,136660, '8 mental hospital staffers too test corona positive,mental hospital staffers too test corona positive
